date,daily_revenue,jobs_completed,emergency_jobs,channel_google_ads,channel_referrals,collected_amount,payables_due,team_hours,rework_jobs,carrier_A_revenue,carrier_B_revenue,direct_pay_revenue
2024-11-01,13986.85661204493,3,2,0,1,11962.45243949194,4590.877431434144,49.47825802837216,0,2667.778156408935,2665.930595026826,4830.220362995293
2024-11-02,11446.94279531526,6,2,2,1,10146.61342638576,4972.67210925204,46.82034450043926,0,3539.6782769689407,3760.0335778123826,2513.3521431878025
2024-11-03,14590.75415240277,9,0,2,2,14533.467177479826,5081.939460112518,12.264371370865518,0,6282.097746747883,1151.0483490829597,3077.023260688925
2024-11-04,18092.119425632103,7,3,0,0,14717.948367733286,4233.108106954556,48.009366396294624,0,3263.593825192952,2840.979984549724,6661.704648558733
2024-11-05,11063.386501106655,11,0,2,1,9998.427116753499,6756.1242859003105,35.68204211359794,0,4767.8861365439125,3094.6753159182103,7784.944325885145
2024-11-06,11063.452172203277,8,2,0,0,9247.64025392753,4430.178783115127,31.139575456683264,0,3747.537649056896,3027.7664677178013,7350.566215648098
2024-11-07,18316.851262029566,3,2,1,0,18209.428590785847,6039.2167844890055,31.567393957062574,0,5839.607715805576,1016.4975625933394,5464.31189948407
2024-11-08,15069.738916611635,2,3,1,2,12397.281980205302,4178.170796563992,38.64757104367968,0,5735.644578195938,4443.735175716965,2593.7347959666145
2024-11-09,10122.102456260192,3,2,2,0,8914.740104478822,2164.253434038854,44.80059580086683,1,5764.262657859879,1974.3924660342998,4987.296886454263
2024-11-10,14170.240174343859,4,2,0,0,13427.393630704775,8281.088123147916,26.345379778078197,0,1399.024705873971,3402.0445503149613,8124.510263900844
2024-11-11,10146.329228750152,5,1,0,2,9546.791620268164,7248.8174627385215,41.89847836212464,0,4310.086070867492,3009.5571391767967,6236.976760912951
2024-11-12,10137.080985718972,5,2,2,1,8966.711674010454,11721.705171994181,45.76758066193072,0,5138.407900182921,4204.451428572813,4585.044954632255
2024-11-13,12967.849086264136,4,0,0,0,11273.013891962128,3390.0679000043547,58.618057836696316,0,4572.307843883997,5624.986595249047,6257.250465682433
2024-11-14,4346.879021368808,3,3,1,2,3823.177798488652,5477.5987816699235,29.233098307748698,0,4954.894488732743,1451.562618548597,2461.209586768791
2024-11-15,5100.328669947869,8,2,2,0,4349.842096313234,5678.731297860486,36.50387813222196,0,4087.526506428216,2221.3033424730015,3608.6572443035957
2024-11-16,9750.84988303611,2,2,2,0,8201.11403870342,8473.423595705328,42.61662972696479,0,2882.8236899102094,3226.9109926068622,2831.61721795535
2024-11-17,7948.675518662305,1,1,0,1,7126.8455786355225,4732.230264668479,51.474093301916064,0,1454.3539225206223,1673.57601893665,5939.1436366968655
2024-11-18,13256.989330381095,4,2,2,0,11317.581292111961,3072.3953645603638,36.957761188281864,0,3031.645857027287,3938.619129546912,6428.206999440185
2024-11-19,8367.903697915157,5,1,0,2,7175.413264072635,9019.523271152506,51.986413719910516,0,8017.164810457589,4012.0471465884702,4692.347945603266
2024-11-20,6350.785194658834,4,2,0,0,5914.811492610394,5208.37492684693,20.6263768352354,0,3271.523235863992,3671.3388911940447,3254.140646520868
2024-11-21,17862.595075686215,3,0,0,1,17750.194094917122,8196.608774315107,27.46651806878114,0,1060.9146608638844,3283.8981010514367,4960.5018129307455
2024-11-22,11096.894798053858,4,0,0,1,10217.21554060291,7905.4960019805285,43.4864434433422,0,5098.974041093624,4643.650533563737,4026.840218652385
2024-11-23,12270.112818751695,8,1,0,2,10004.999604124261,5925.273815244251,25.89175501912125,0,5283.190013023967,1613.2494219973655,3407.658590612511
2024-11-24,6301.007255146173,2,0,2,1,5136.056383969867,5564.21573741313,28.255294732332832,0,5930.986585228211,3078.321834411064,5677.987370618493
2024-11-25,9822.469101899269,2,3,1,0,9727.040319436426,5021.087984175489,34.72223135754061,0,4706.46775556017,2113.436557523734,3484.0155549626525
2024-11-26,12443.690358839463,2,1,1,1,10694.831195295397,5962.017178075027,47.71438991915824,0,5268.402271700427,4067.8995990782023,1867.300534071815
2024-11-27,7396.025690310788,7,4,2,2,6053.006511107726,8157.750565426577,21.04035158692711,0,6760.325702262986,799.9906025922805,2311.771059273626
2024-11-28,13502.792073382689,6,1,2,1,12419.988559301546,4008.8995473510513,41.70298362162394,0,2881.789761906827,2966.2993612884243,1793.479066368101
2024-11-29,9597.44524032478,7,1,1,1,8875.04319202708,6272.114075522801,50.329639471528054,1,2584.223941864424,3402.2864244839384,5495.023833152409
2024-11-30,10833.225000826893,6,2,1,1,10071.659726754819,3203.421429502981,38.05054791571042,0,2358.1201906706065,1863.0094380314706,5300.810876352328
2024-12-01,9593.173551082413,7,2,1,2,8187.585653095684,3514.7344173945185,36.3116977040746,0,3601.3456202590255,2248.5719613341203,5201.040189016324
2024-12-02,19409.11273803575,6,1,1,1,15585.94718512212,5922.65250711094,44.01771282558574,0,6150.133629737752,3018.454777646527,6175.463304959885
2024-12-03,11946.011101048265,4,2,1,1,11862.425744075676,1099.6049792654203,38.0788894727856,0,4792.102551619352,4146.1156553297715,7383.9177122342335
2024-12-04,7769.156284176399,2,2,0,0,6605.1704838585565,11151.396541540129,53.904997812407466,0,4733.0379290638275,1760.5569256955355,3815.4669383497694
2024-12-05,15290.179648412755,3,1,2,2,14299.45639700482,3017.3501127244094,28.88586987865565,1,1271.0381070029148,1969.860071550377,5812.954954476836
2024-12-06,7116.625400115911,4,4,0,1,6699.064336184614,5899.778718358617,39.48355844834915,0,2960.2197591453714,4350.705325248413,1840.7689851882465
2024-12-07,12835.454380019022,7,4,1,2,11834.307978694613,8920.544304542162,42.05686374960684,0,1246.513550706945,2672.429520096198,7757.419492526701
2024-12-08,4161.319504480898,4,2,1,1,3589.4771321122284,3842.736653123754,36.215459481535405,0,5756.868683982315,2066.953152186027,2510.337523563686
2024-12-09,6687.255804406278,3,1,1,1,5712.382642832332,1000.0,11.287173370425386,0,6378.469739328599,3874.4217566602993,3579.837761919125
2024-12-10,12787.444943476494,2,2,0,1,11758.486006685787,4887.635599688321,38.39095091950807,0,5169.350090860572,2414.1636033213035,3804.580972533815
2024-12-11,14953.866319981642,6,0,0,0,14553.38872105512,3812.9490498097025,49.001769869124665,0,2519.8209313906827,4232.905842406529,1947.4580065555756
2024-12-12,12685.473124759883,3,0,1,0,12550.331554720196,1000.0,47.78109186126017,0,6223.033740423686,2203.5355476243453,5065.151154817124
2024-12-13,11537.406870447037,5,1,0,0,9474.301167427257,6712.224731430497,43.547784821701995,0,3620.1176349621846,2808.486525810005,5427.807736402963
2024-12-14,10795.585217642845,9,1,0,2,8970.761270399897,6517.734655582379,29.021376416507763,1,2178.311078871008,4133.965998466478,4621.1726580369
2024-12-15,6085.91203853029,6,3,1,2,6018.645984937035,8855.816136345878,43.953094624584836,0,2553.393618082461,2728.486954591498,1919.5047359378464
2024-12-16,9120.623166421166,6,2,0,0,8640.030586424056,3197.944086199032,34.26562178457762,0,3354.7650466122445,3907.263986494376,8966.772469703423
2024-12-17,10157.44491616085,9,2,2,2,9919.748160332401,2002.158783882468,43.53482905948667,0,4074.36778072706,2921.3428718627943,6098.461593003296
2024-12-18,16228.488904875663,4,1,2,1,13640.47541486676,4983.19229238354,41.21505011401715,0,3757.983682522309,5378.030167680035,10268.444087299918
2024-12-19,13374.473158273846,9,1,2,1,12271.308818885807,5779.143352477263,30.236247287166286,1,1880.9973727434594,4882.534324923418,3389.781520227415
2024-12-20,4947.839378549064,2,1,2,1,4652.096721862991,8303.37400746624,31.075441606430964,0,5819.974613778462,1406.2844850795025,6915.764456353953
2024-12-21,13296.33587757918,10,4,1,0,12445.667914710664,9526.420012512897,43.55022454421516,0,3774.091120844735,3626.6924174976116,6558.547774788327
2024-12-22,10459.670878334735,6,0,1,2,9221.563173648085,9036.197834768367,37.788869047114986,0,2929.3692155940234,2020.31521667875,4418.849793805275
2024-12-23,9292.311998776166,9,3,1,0,7462.460426377534,6691.359167231667,31.59718569342871,1,5665.453542974146,3229.808326551277,7822.101802118448
2024-12-24,14446.705155363472,4,2,2,2,13241.636298296748,7998.7481337603695,30.77169810273167,0,2224.890717600203,3082.044755172313,4189.179984772443
2024-12-25,16123.998089983805,1,1,2,1,13715.400218847839,4398.766413077039,36.96169152013784,0,1556.664724638228,1733.535579489015,4278.217161150786
2024-12-26,15725.120476464794,6,2,0,0,13996.156834299192,6420.9879811881165,55.681047947182094,0,5908.731169898108,4270.181452236389,0.0
2024-12-27,8643.129907109445,8,1,0,2,8569.80334767779,3021.774651780485,34.73921967788041,1,6837.081774325508,3243.96353228289,5818.056107485275
2024-12-28,10763.150496595143,6,3,2,2,9469.495832724548,6156.713492217183,39.85980461742411,0,3306.8559720229023,2658.3803571928997,2348.980176635187
2024-12-29,13325.053725614256,2,3,2,1,12898.123286023536,6221.616743495031,41.0164428768951,0,3931.044988124282,2474.2682109076864,3898.5576086089777
2024-12-30,15902.180508489437,3,1,2,0,13321.385755952457,10305.321514212425,28.68973608508057,0,2280.002928218645,3167.7323637194827,2947.5607225099448
2024-12-31,10083.30304861884,5,1,2,0,9422.767036857376,5427.542846274384,22.371675161573048,0,4008.23882536509,3489.5100210171427,4267.536921363477
2025-01-01,11257.364093344731,3,2,0,0,11205.595876245596,6225.1070941332155,29.73359265264269,0,3286.4421044032047,2850.029056370081,5887.760460434872
2025-01-02,7574.660103975887,3,3,2,1,6214.089204391235,6592.403539280107,42.470773778063034,0,3846.807339947501,0.0,5022.2831260975145
2025-01-03,7215.173503677317,5,1,0,0,5784.144768283806,4862.949210278867,40.873310579154094,0,4613.887581395864,3020.2688594909805,6419.282581011614
2025-01-04,15250.103289576793,6,2,2,1,13522.51910610754,3993.768166970882,47.02406569151065,0,2352.78178295373,1270.2215260682672,7531.259071171263
2025-01-05,17424.96011428329,5,2,2,1,14262.767160973894,9247.02831211763,40.96749894959117,0,3457.282991151149,2748.6569212211093,4262.408126644329
2025-01-06,11711.959513678665,3,2,2,1,11122.577051758683,3547.7063925992557,38.90450708530796,0,1294.3278673327327,1314.52289151643,4042.865515967773
2025-01-07,16014.131591568097,5,0,0,2,15740.445803207198,2680.204820781817,33.95987725074873,0,3467.519073830068,1300.2028379046392,6915.4553073240195
2025-01-08,13446.544100190536,3,2,0,0,11924.451710139612,7700.663448238701,48.84606789862693,0,3859.8488936245008,4482.146186338234,7074.094577479859
2025-01-09,9419.520981579502,3,3,1,0,8023.004733556015,8894.537105060024,30.808198612792832,0,4343.473637591617,2615.8896228667318,6481.181736206094
2025-01-10,13445.582422033656,6,1,2,1,11924.627063648597,4871.475855998402,28.896004827039793,0,4359.364810544813,2524.0054082136985,3095.642386521301
2025-01-11,18152.146265863877,5,1,1,1,17148.143133757756,4909.8662808753015,45.67055517388103,0,5355.884126105284,3579.02885859431,5845.310131003207
2025-01-12,11856.695843560194,6,4,1,0,9506.827162843536,6706.358815266983,26.66842689346345,0,1690.5002210900202,2555.2913723130578,5218.941208094578
2025-01-13,18258.574623256027,2,1,0,1,16759.377629401286,4230.368308142042,64.14790998658631,0,1770.5844550745592,5524.567310552891,7105.057882699326
2025-01-14,2000.0,4,3,0,0,1845.3166739549515,4045.7186984700784,40.79993380559144,0,4793.436904588781,2672.3762871287768,3854.2558209245026
2025-01-15,15287.610017500896,7,1,1,2,14179.833860258495,8198.981469965915,43.47906116324886,1,941.5580844918759,3438.1504943796126,1666.7794177001679
2025-01-16,12348.188272952684,6,1,2,1,10476.257460325245,7517.8277519590465,31.91580175476613,0,4274.95031815749,4165.129597652233,6380.473600760545
2025-01-17,10803.97059813653,5,3,0,0,10186.097404288545,9277.897215795263,36.84735155758454,0,2229.5605906151595,4922.703870728292,0.0
2025-01-18,12367.04310614201,4,1,2,1,10119.682975113503,2868.5274690862607,35.73242883117646,0,6359.221961375772,2109.592637210832,3536.9731922073397
2025-01-19,4049.7243415964285,3,1,2,0,3401.1774597066856,4743.843782723458,34.58165012331358,0,4375.678611591666,2498.4437953936263,2953.608977363411
2025-01-20,11121.312448649953,3,1,1,0,10848.77366955515,6702.948905673632,46.32961751509826,0,3671.2659704304074,4529.510250352218,2940.1306581885065
2025-01-21,13428.450286046986,7,2,1,1,12726.741649774327,3685.947875564084,35.50423961774719,0,5841.581315708768,3972.0747648632296,3501.9370580898085
2025-01-22,17911.576178966065,7,0,1,2,14378.501850732113,7604.218592886624,50.17501229084181,0,2404.896990143574,4290.21112280215,7434.74713950326
2025-01-23,9926.91912690541,6,1,1,0,8434.65751147117,9061.56771806583,66.63182350119824,0,2689.8855488682875,1357.5545477283981,6641.110838012746
2025-01-24,8766.02558842725,6,4,0,0,7388.719013990355,4541.605069431629,37.044587598534505,0,2107.817749517337,4857.599704708822,4496.53863601499
2025-01-25,9992.971825661854,7,1,0,0,8535.609461786366,6096.479850567583,41.523155135766245,0,2702.4411604765105,2086.310948058234,7267.246943718099
2025-01-26,15661.608470808296,8,2,1,2,13304.723615696003,9639.046725202792,43.79482057165507,1,4091.6734140510816,3230.751573770275,2875.405689667252
2025-01-27,13315.004438638738,6,1,0,2,10818.511131980516,10498.178937547498,58.11504812593517,0,4740.927807990581,2822.1325468898754,2603.4332285056835
2025-01-28,9880.959184931846,3,2,1,1,8811.721850506421,7864.503127651009,39.17352214961811,0,5442.132528051314,1945.820596142316,6727.19331849318
2025-01-29,14053.069732453425,7,0,2,2,13301.886709257316,7483.572932984023,31.709830803416374,0,1262.9139296488916,1304.9570838947964,6159.286458645294
2025-01-30,12388.310197392162,5,4,2,1,11413.9243203934,3865.65866328772,27.33659494374296,0,3742.2055203050622,907.3822600405224,4079.4731968333535
2025-01-31,15874.579962131556,5,1,2,1,14835.974991187866,6898.023501144602,39.42016052567766,0,2337.7532032137974,3142.82208726477,2729.078212603739
2025-02-01,9191.787624490591,7,1,1,2,7502.611302593869,7392.0521019374955,35.516197809461175,0,3692.0693627678484,1169.617091719853,7919.46375007588
2025-02-02,10689.351413608927,4,0,2,1,10585.644844459941,5474.074603597386,60.10009289300001,0,7501.24537019056,1639.4212858957403,1559.7948981043633
2025-02-03,10431.56738747137,9,1,0,2,10094.61072369269,4513.059363610844,57.698624206769665,1,4437.7926430000225,2738.356946162136,3803.148129312879
2025-02-04,6145.940207471525,4,1,2,1,5906.35955779493,2796.755816307863,29.65627172076402,0,5349.197456722369,0.0,5457.153055035795
2025-02-05,13184.481108258304,5,1,2,2,12717.707772601787,1655.6756123717696,32.89239896450822,0,6941.03690824157,3934.7756544528015,8604.329616862891
2025-02-06,13044.221088719558,2,2,2,2,12868.673286946787,1130.2912166970928,40.73770107886886,0,5691.037364762137,108.13419947183047,5766.20042414644
2025-02-07,12020.453826569843,6,1,0,1,10924.798995175317,7448.606432168153,53.97226422558763,0,3328.128280469523,2907.1531304006726,5960.609306026598
2025-02-08,11061.651466499412,3,1,1,0,9292.411148531306,6369.2483130669425,40.570131363710516,0,2086.2518701450927,3018.0230719131473,3861.2325997037456
2025-02-09,6338.517031798343,6,2,0,1,5852.7123061001475,4790.472171147258,33.52759362011953,0,3954.7835957187235,3645.6740642181708,6136.960450549197
2025-02-10,10317.418708938563,2,2,1,2,9786.858851409615,5171.359255688403,39.41118190097275,0,3148.441323671972,2949.9830371321277,5210.618641758174
2025-02-11,10629.141933892923,3,0,1,0,10071.999289003985,6526.176353826211,33.71515136103953,0,1713.2180700712388,5421.489556599887,1823.070919164884
2025-02-12,8790.890923113524,5,0,2,1,7949.513037173826,5588.592322478515,46.02477209439482,0,4361.387495934203,3259.580257882201,6585.869706986214
2025-02-13,11354.857153335963,3,0,1,1,9239.35351845539,2648.6170499904297,32.90966288335295,0,4398.829447089,4264.334879092392,6940.786779693703
2025-02-14,13616.203427258153,4,2,0,1,11903.592594636953,8282.500550685749,34.89563947573033,0,6653.67505039493,2131.8446293556544,6606.730097642325
2025-02-15,19544.743604842122,5,2,0,0,19235.02434033697,6760.315426674523,51.61933813456096,0,3457.3553967447797,3144.908167427361,5066.655851331604
2025-02-16,12698.311251327355,6,1,1,2,11642.95183438163,6664.74619953462,32.31635052685928,0,4420.182083454174,4857.084114034711,3087.6462337007056
2025-02-17,13030.201562891058,3,3,2,1,11827.075995985802,8093.906758395931,25.53871967439838,0,3001.771877964677,2714.765850372431,381.6325374302687
2025-02-18,11702.216336935331,3,2,2,1,9991.009467197422,3965.8866098508133,40.94993751356304,0,5309.754146040199,3230.681717034277,5314.107210802901
2025-02-19,4324.915138803834,4,2,0,1,3778.634173367694,9034.328594314604,36.39526595795404,0,3813.0733057148054,4177.02413896497,7163.884119481698
2025-02-20,11893.944498203133,5,3,2,1,11644.994936776711,5649.892870144405,45.11415500929954,0,2241.112586720886,2109.324575770039,6991.0649381661615
2025-02-21,12240.920839764105,4,1,1,1,11424.360953292073,8221.497200827187,43.1747193473109,0,3979.7922675022633,406.12760001696824,6632.145686787696
2025-02-22,21852.968449941145,2,0,1,2,20923.723530655254,7836.122583719137,39.68081505356638,0,4585.784346347502,3306.688384454843,4851.578042901218
2025-02-23,11230.55614087551,6,1,0,2,10004.955268922635,3402.9954299936103,39.38956574530005,0,4382.910081120344,4186.403003229603,7174.928348062994
2025-02-24,13206.18936933445,6,0,1,1,12229.58432139446,7257.25101228534,32.64141550677165,0,5568.845073243804,1378.2650821296345,6848.323647711805
2025-02-25,11861.152921179028,8,2,0,0,10078.145530226719,6815.686677116713,40.83347070993243,0,1827.9154419389656,3804.2638767328062,4154.732878556883
2025-02-26,7325.287849521872,1,3,1,2,6893.771009295345,6075.7791437358555,48.81284781432768,1,2735.8861149775876,3812.359664807445,6353.196033231695
2025-02-27,16571.291258060082,6,0,0,0,14674.214255074656,5764.070624911547,30.265532586005236,0,4959.6809976933055,271.8044890616352,3928.081709181417
2025-02-28,15007.732130747096,2,0,2,2,13334.506612998332,5785.266875705521,39.946026236384654,0,2912.096533058393,1876.4536411118731,6080.048463233845
2025-03-01,15164.127788172187,5,1,1,1,14100.58357165712,8031.723564109989,50.383887557346114,0,4360.70687399531,2525.0054631220055,2401.766711397866
2025-03-02,8362.450180821044,2,3,1,2,8255.88015511725,7444.776284478775,45.05424093216699,0,370.3821288823565,2784.4511997177156,2555.576382654157
2025-03-03,17611.177243744398,6,1,0,1,14314.387217965312,6076.197125664162,53.09472896350713,0,8073.919858469323,2108.2388822784196,7116.414093887815
2025-03-04,6392.595748830877,4,1,0,2,6168.526621653001,2270.159633821563,34.31857670165665,0,3595.422202663996,2043.5966357013817,6875.12024440953
2025-03-05,14347.428375201082,3,0,1,1,12316.931847112357,7236.108535209046,21.692315516051337,0,5790.934389982417,5005.77946941851,6267.223081151663
2025-03-06,20761.822503239913,5,0,0,1,18452.773386631234,7809.0340479444485,42.00651803955687,0,3494.653261624763,2870.92904176931,5175.93764210566
2025-03-07,8037.854699477246,6,4,1,1,6465.510990116876,11751.025213617426,43.62570815026485,0,4622.04779309633,2165.9476078203124,217.45113795170346
2025-03-08,9734.809081588912,3,3,2,1,8373.972483766767,8688.582657762596,53.68421954472675,0,6237.879469517909,2950.59662770494,4850.248123587021
2025-03-09,12398.605460350565,4,0,0,0,11165.269662163799,1252.0590302113314,51.88145734706984,0,5748.709028812578,3644.5089996733723,5908.366334379676
2025-03-10,9986.097383535203,8,3,1,1,8101.07386263147,6196.073497546607,45.36743623012462,1,3693.317530472163,3061.9516520534494,3930.533504880817
2025-03-11,5797.346275735469,4,2,2,0,5207.287420142193,10528.437571662453,47.653902141704336,0,3797.118511909461,2753.1268910064323,3575.011614383525
2025-03-12,12274.25189922411,10,3,2,0,12095.31939879057,7558.872142254093,38.08178541793361,0,5505.349840274928,2219.979997595456,7888.840776307383
2025-03-13,7750.78514509558,4,1,1,1,6364.004153937224,6821.630400933022,27.80885388680783,0,7499.866606427951,2205.442985438881,4879.422017216776
2025-03-14,13894.369722540727,5,1,0,0,13239.780199402436,8250.571647288089,41.1772121738091,0,4288.424011598561,2282.6299362175687,5909.590339284761
2025-03-15,8322.303063064788,10,1,1,2,7339.723782923831,4444.054512522993,49.82573463627777,0,6935.595460812462,3406.5775209728845,6548.26292323873
2025-03-16,18199.73762007016,3,2,2,1,16944.58803603807,7195.22499156864,46.563608698285485,0,3637.8783843696906,1806.9838891178554,2997.125846989845
2025-03-17,8866.986830655052,4,0,1,0,7555.0923619619425,5373.829902520224,48.338073391593646,0,5427.940545264702,3471.923068164266,5386.414845428388
2025-03-18,10711.753935177298,7,0,0,1,8911.091522323382,5950.941285473814,35.72244312953248,0,5651.73364337093,4695.593706752196,7639.288988954599
2025-03-19,15254.068869478679,5,1,2,1,12692.79664939692,8071.1362892377665,37.34453161981576,0,3385.05924422084,3390.8488293758396,8638.446366599443
2025-03-20,7076.542734264179,10,2,1,1,5761.002040564372,3683.2172437695463,44.83425488114603,0,2879.382881047538,2556.4973652994354,5079.8727944293805
2025-03-21,12909.839738416518,4,1,0,0,10807.205632381245,9219.956184504845,34.534926054912454,0,5718.08378282103,1442.2477379344436,4524.11290530585
2025-03-22,17228.57101712971,2,2,2,2,16071.566982751101,4942.970097286142,34.842829300669976,0,3202.664594135415,4893.728169493817,5538.048136275067
2025-03-23,5570.0670617550895,3,4,0,2,5438.268816541715,6651.657082876019,42.97982236377452,0,2658.475130986896,1595.978819281305,5487.274094055042
2025-03-24,12738.535434129217,5,0,2,0,12264.982126050925,2498.7300993126423,47.60904743156908,0,2974.0607473013547,4018.2744413708974,7773.516132262306
2025-03-25,13039.531176993694,8,2,1,1,12218.390980402235,7799.593227178476,38.00471326670591,0,3196.5799923618824,3766.2214327133825,3007.2166216658657
2025-03-26,15127.291487109242,4,1,0,0,12435.940187144271,9616.259839866445,28.36810538946361,0,5284.925656938516,2715.8776764431286,4440.253827667957
2025-03-27,7052.197156487672,3,3,2,0,6049.639102482184,4713.396126954633,32.6419608495717,0,4772.564009914282,2684.425435463186,2765.717346246979
2025-03-28,6718.173547662895,8,1,0,0,5790.806109065418,3224.441533726,42.03672084893098,1,5073.487367136837,797.1464711507751,2975.8102284048455
2025-03-29,14087.76626246759,6,2,0,1,11974.480017280039,6694.957661856772,41.91520963865965,0,4632.069716647124,3396.0780009751456,5753.148030278248
2025-03-30,13187.938692932745,8,3,1,0,11908.723567699239,9637.026612479356,42.41238137655348,0,3109.2397566300415,3743.911598874966,6619.715683274053
2025-03-31,13001.971401383506,3,3,0,1,11794.228198100272,2375.358586297735,45.212952905957565,0,5045.654283862408,1693.1038606226346,3701.2166125125095
2025-04-01,13385.792837987903,3,2,2,0,11664.074616475078,3234.2295469291453,40.0581055854245,0,5773.680739907956,2813.0142308050767,6544.189577950579
2025-04-02,9279.901113686037,5,1,2,2,8080.54657258249,4864.5261042212105,42.65056044840312,0,4876.754824178964,3045.4342980107403,7223.157314263936
2025-04-03,12929.014788644014,11,2,2,0,12485.693346623513,3949.140438673261,39.549731771711336,0,4674.483859938776,3701.487153539482,8869.41199686678
2025-04-04,13172.289893194726,7,3,2,0,12617.190756294234,3957.0363334775116,51.48733482929439,0,2849.4182401439853,3004.5636913478247,5139.493697682098
2025-04-05,9142.594327894529,4,2,1,2,7876.885947290416,1000.0,54.32342031217502,0,4317.725618461717,1048.416775246099,3720.470945111734
2025-04-06,19463.098044579026,3,0,0,1,19127.50925068493,7472.642368514669,28.109887176199656,0,2769.638005826948,2364.074676645013,2995.0561367882106
2025-04-07,13895.33168364715,8,3,1,1,13764.201485799664,6846.801257174088,37.44748057897747,1,3963.958212879094,3269.5509424668235,2796.413604160213
2025-04-08,7234.786011189405,8,2,0,0,6260.6112834194055,1752.8770004908865,40.32724491540708,0,1539.6000411620262,4009.834010447711,7499.561402807213
2025-04-09,14626.214434535319,3,2,0,2,12737.75060802754,9642.989399890615,37.33085287985679,0,1551.1623955118603,2258.8360687269037,1969.809314088699
2025-04-10,8101.273319090715,3,1,0,1,7300.274750540239,10202.730787326218,57.92922591330873,0,3713.4284650794552,5625.179849460023,7435.4969713024
2025-04-11,15148.338414969809,6,2,1,0,14969.954043502137,4122.736125549714,42.23955278089735,0,3177.3404922595155,726.6323173956425,3263.1179414957023
2025-04-12,16634.382316029616,2,1,0,2,16222.912349194805,8916.371477442515,31.94628172949656,0,4160.1807902112605,2323.5597899305185,3629.5876042811888
2025-04-13,8717.270726593159,7,2,1,1,7152.639120817773,4567.505487522635,45.96442339560671,1,3797.847131327321,2900.3596758086724,4696.889089980041
2025-04-14,15853.504516977287,5,0,2,1,13928.03533606368,6452.791275527652,42.709745388461926,0,4045.2861808152325,2759.101003736563,3592.6909008669772
2025-04-15,13651.123707745994,5,2,2,2,12431.72667971214,3910.594662447728,43.041929195534216,0,4912.911163535111,1521.429204222201,6863.95950991915
2025-04-16,15288.240639977961,6,5,0,2,13768.99457481338,11535.628808655689,58.078761587991906,0,3305.0965665087515,3537.4340973021526,8626.68790396555
2025-04-17,19587.17193061579,1,0,1,2,16429.183393027946,5259.956931675255,43.507851757548096,0,3670.8342825327054,3445.3128615767064,3685.135684893724
2025-04-18,11018.447535988518,10,4,2,2,10707.323536019489,6316.122557058656,36.96338476126004,1,6182.5318341447455,3057.553735177856,4135.524321670747
2025-04-19,8985.055342570042,2,1,1,0,8404.514353829889,4280.156531340433,20.44723573689899,0,4004.6261902375404,3398.2126359102185,4673.358385432203
2025-04-20,8441.942281497906,5,3,1,2,8168.268652734852,10653.288993090988,38.34600981856488,0,3731.184288061917,2491.468306262363,6082.113526985276
2025-04-21,8736.758860138247,4,2,0,1,8489.970373385946,10716.536615223526,53.05969917327189,0,4123.769048984784,1059.1644598697187,4693.031442088287
2025-04-22,11691.593162343583,5,2,2,1,11103.168966218498,10077.32295315735,39.08830880443813,0,3757.953440485704,2140.0321559373065,7774.514822105191
2025-04-23,13364.607899266575,4,2,0,0,11865.661813593979,8391.100870869055,17.599501014804968,0,2935.641560570163,3188.4654976913293,7293.247833123854
2025-04-24,13106.763197320077,5,3,0,1,12085.868905631934,4438.026132664869,35.01637607807554,0,2502.9552442304193,3195.293297815675,2629.0752928098
2025-04-25,15308.732996144096,6,1,2,1,12737.984633736349,8069.625239906045,49.92688538912792,0,2854.8529897749927,3049.6548631030173,6041.936331149657
2025-04-26,12052.007567511628,1,1,2,2,11265.361987854725,5982.393002688161,45.45817174562015,0,5309.37878015618,3658.449921582038,8040.678474619006
2025-04-27,17814.13630862927,3,2,1,1,14889.957433204441,9281.02155435658,31.601191034892643,0,3055.1421179223817,2302.62474545998,4010.438108466233
2025-04-28,10941.372667048176,2,2,2,0,10271.65035002196,8789.755133413404,34.34715223600918,0,3767.6130972455853,3032.0172685326434,4411.470256412887
2025-04-29,22880.676666358475,5,2,1,2,19355.213588967214,4376.836054810189,35.89291340897583,0,5051.104427699346,3686.5113340859057,3943.9260042940896
